image_a,model_a,category_a,image_b,model_b,category_b,score,foreground_dice,gray_similarity,phash_distance,dhash_distance,horizontal_flip_used,grade,scoring_basis,category_rank
evidence/mopar/door_variants/illustrations/Challenger_R-T_5.7L/assembly-01.png,Challenger,front-door,evidence/mopar/door_variants/illustrations/Charger_R-T_5.7L/assembly-02.png,Charger,front-door,0.597246,0.394587,0.915104,24,20,False,LOW_IMAGE_SIMILARITY,"pixels only: whitespace-trimmed grayscale structure, foreground-mask overlap, pHash and dHash; no part numbers, descriptions, URLs or catalog text used",2
evidence/mopar/door_variants/illustrations/Challenger_R-T_5.7L/assembly-02.png,Challenger,front-door,evidence/mopar/door_variants/illustrations/Charger_R-T_5.7L/assembly-02.png,Charger,front-door,0.576748,0.373827,0.910225,28,16,False,LOW_IMAGE_SIMILARITY,"pixels only: whitespace-trimmed grayscale structure, foreground-mask overlap, pHash and dHash; no part numbers, descriptions, URLs or catalog text used",3
evidence/mopar/illustrations/2C3CCAEG4HH586472/front-seat-adjusters__assembly-03.png,Chrysler 300,front-seat-adjusters,evidence/mopar/illustrations/2C3CDXGJ2HH530684/front-seat-adjusters__assembly-02.png,Charger,front-seat-adjusters,0.758966,0.581176,0.938074,10,13,False,MODERATE_IMAGE_SIMILARITY,"pixels only: whitespace-trimmed grayscale structure, foreground-mask overlap, pHash and dHash; no part numbers, descriptions, URLs or catalog text used",1
evidence/mopar/illustrations/2C3CCAEG4HH586472/front-seat-adjusters__assembly-01.png,Chrysler 300,front-seat-adjusters,evidence/mopar/illustrations/2C3CDXGJ2HH530684/front-seat-adjusters__assembly-01.png,Charger,front-seat-adjusters,0.663673,0.447825,0.921228,18,14,False,LOW_IMAGE_SIMILARITY,"pixels only: whitespace-trimmed grayscale structure, foreground-mask overlap, pHash and dHash; no part numbers, descriptions, URLs or catalog text used",2
evidence/mopar/illustrations/2C3CCAEG4HH586472/front-seat-adjusters__assembly-03.png,Chrysler 300,front-seat-adjusters,evidence/mopar/illustrations/2C3CDXGJ2HH530684/front-seat-adjusters__assembly-03.png,Charger,front-seat-adjusters,0.652211,0.43963,0.916023,16,22,False,LOW_IMAGE_SIMILARITY,"pixels only: whitespace-trimmed grayscale structure, foreground-mask overlap, pHash and dHash; no part numbers, descriptions, URLs or catalog text used",3
evidence/mopar/expanded_adrs/illustrations/Challenger/headliners-visors/assembly-01.png,Challenger,headliners-visors,evidence/mopar/expanded_adrs/illustrations/Charger/headliners-visors/assembly-01.png,Charger,headliners-visors,0.568377,0.41511,0.914338,28,26,True,LOW_IMAGE_SIMILARITY,"pixels only: whitespace-trimmed grayscale structure, foreground-mask overlap, pHash and dHash; no part numbers, descriptions, URLs or catalog text used",1
evidence/mopar/expanded_adrs/illustrations/Challenger/headliners-visors/assembly-02.png,Challenger,headliners-visors,evidence/mopar/expanded_adrs/illustrations/Charger/headliners-visors/assembly-01.png,Charger,headliners-visors,0.566755,0.394175,0.915916,24,33,True,LOW_IMAGE_SIMILARITY,"pixels only: whitespace-trimmed grayscale structure, foreground-mask overlap, pHash and dHash; no part numbers, descriptions, URLs or catalog text used",2
evidence/mopar/expanded_adrs/illustrations/Challenger/headliners-visors/assembly-01.png,Challenger,headliners-visors,evidence/mopar/expanded_adrs/illustrations/Charger/headliners-visors/assembly-02.png,Charger,headliners-visors,0.541876,0.344684,0.896783,30,21,True,LOW_IMAGE_SIMILARITY,"pixels only: whitespace-trimmed grayscale structure, foreground-mask overlap, pHash and dHash; no part numbers, descriptions, URLs or catalog text used",3
evidence/mopar/illustrations/2C3CCAEG4HH586472/instrument-panel__assembly-01.png,Chrysler 300,instrument-panel,evidence/mopar/illustrations/2C3CDXGJ2HH530684/instrument-panel__assembly-01.png,Charger,instrument-panel,0.554849,0.33003,0.902884,26,23,False,LOW_IMAGE_SIMILARITY,"pixels only: whitespace-trimmed grayscale structure, foreground-mask overlap, pHash and dHash; no part numbers, descriptions, URLs or catalog text used",1
evidence/mopar/illustrations/2C3CCAEG4HH586472/rear-seat-adjusters__assembly-01.png,Chrysler 300,rear-seat-adjusters,evidence/mopar/illustrations/2C3CDXGJ2HH530684/rear-seat-adjusters__assembly-01.png,Charger,rear-seat-adjusters,0.664822,0.42093,0.934352,16,15,False,LOW_IMAGE_SIMILARITY,"pixels only: whitespace-trimmed grayscale structure, foreground-mask overlap, pHash and dHash; no part numbers, descriptions, URLs or catalog text used",1
evidence/mopar/illustrations/2C3CCAEG4HH586472/rear-seats-second-row__assembly-07.png,Chrysler 300,rear-seats-second-row,evidence/mopar/illustrations/2C3CDXGJ2HH530684/rear-seats-second-row__assembly-01.png,Charger,rear-seats-second-row,0.627052,0.350828,0.934666,18,16,False,LOW_IMAGE_SIMILARITY,"pixels only: whitespace-trimmed grayscale structure, foreground-mask overlap, pHash and dHash; no part numbers, descriptions, URLs or catalog text used",1
evidence/mopar/illustrations/2C3CCAEG4HH586472/rear-seats-second-row__assembly-10.png,Chrysler 300,rear-seats-second-row,evidence/mopar/illustrations/2C3CDXGJ2HH530684/rear-seats-second-row__assembly-01.png,Charger,rear-seats-second-row,0.627052,0.350828,0.934666,18,16,False,LOW_IMAGE_SIMILARITY,"pixels only: whitespace-trimmed grayscale structure, foreground-mask overlap, pHash and dHash; no part numbers, descriptions, URLs or catalog text used",2
evidence/mopar/illustrations/2C3CCAEG4HH586472/rear-seats-second-row__assembly-02.png,Chrysler 300,rear-seats-second-row,evidence/mopar/illustrations/2C3CDXGJ2HH530684/rear-seats-second-row__assembly-01.png,Charger,rear-seats-second-row,0.625403,0.36709,0.932602,18,19,False,LOW_IMAGE_SIMILARITY,"pixels only: whitespace-trimmed grayscale structure, foreground-mask overlap, pHash and dHash; no part numbers, descriptions, URLs or catalog text used",3
evidence/mopar/expanded_adrs/illustrations/Challenger/seat-belts/assembly-02.png,Challenger,seat-belts,evidence/mopar/illustrations/2C3CDXGJ2HH530684/seat-belts__assembly-02.png,Charger,seat-belts,1.0,1.0,1.0,0,0,False,NEAR_IDENTICAL_IMAGE,"pixels only: whitespace-trimmed grayscale structure, foreground-mask overlap, pHash and dHash; no part numbers, descriptions, URLs or catalog text used",1
evidence/mopar/expanded_adrs/illustrations/Challenger/seat-belts/assembly-01.png,Challenger,seat-belts,evidence/mopar/illustrations/2C3CDXGJ2HH530684/seat-belts__assembly-01.png,Charger,seat-belts,0.879145,0.840509,0.993532,10,4,False,STRONG_STRUCTURAL_IMAGE_SIMILARITY,"pixels only: whitespace-trimmed grayscale structure, foreground-mask overlap, pHash and dHash; no part numbers, descriptions, URLs or catalog text used",2
evidence/mopar/expanded_adrs/illustrations/Challenger/seat-belts/assembly-01.png,Challenger,seat-belts,evidence/mopar/illustrations/2C3CCAEG4HH586472/seat-belts__assembly-01.png,Chrysler 300,seat-belts,0.616818,0.266022,0.975777,16,15,False,LOW_IMAGE_SIMILARITY,"pixels only: whitespace-trimmed grayscale structure, foreground-mask overlap, pHash and dHash; no part numbers, descriptions, URLs or catalog text used",3
evidence/mopar/illustrations/2C3CCAEG4HH586472/steering-column__assembly-01.png,Chrysler 300,steering-column,evidence/mopar/illustrations/2C3CDXGJ2HH530684/steering-column__assembly-01.png,Charger,steering-column,0.58138,0.326957,0.925467,22,22,False,LOW_IMAGE_SIMILARITY,"pixels only: whitespace-trimmed grayscale structure, foreground-mask overlap, pHash and dHash; no part numbers, descriptions, URLs or catalog text used",1
evidence/mopar/expanded_adrs/illustrations/Challenger/steering-wheel/assembly-01.png,Challenger,steering-wheel,evidence/mopar/illustrations/2C3CCAEG4HH586472/steering-wheel__assembly-01.png,Chrysler 300,steering-wheel,0.641131,0.37144,0.938764,16,18,False,LOW_IMAGE_SIMILARITY,"pixels only: whitespace-trimmed grayscale structure, foreground-mask overlap, pHash and dHash; no part numbers, descriptions, URLs or catalog text used",1
evidence/mopar/illustrations/2C3CCAEG4HH586472/steering-wheel__assembly-01.png,Chrysler 300,steering-wheel,evidence/mopar/illustrations/2C3CDXGJ2HH530684/steering-wheel__assembly-02.png,Charger,steering-wheel,0.583648,0.333989,0.950222,24,19,False,LOW_IMAGE_SIMILARITY,"pixels only: whitespace-trimmed grayscale structure, foreground-mask overlap, pHash and dHash; no part numbers, descriptions, URLs or catalog text used",2
evidence/mopar/expanded_adrs/illustrations/Challenger/steering-wheel/assembly-01.png,Challenger,steering-wheel,evidence/mopar/illustrations/2C3CCAEG4HH586472/steering-wheel__assembly-02.png,Chrysler 300,steering-wheel,0.573053,0.395137,0.934827,26,27,False,LOW_IMAGE_SIMILARITY,"pixels only: whitespace-trimmed grayscale structure, foreground-mask overlap, pHash and dHash; no part numbers, descriptions, URLs or catalog text used",3
